sample,subject,model,score_type,score
picking_sides_sample8_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample8_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample8_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample8_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample8_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample8_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample8_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample8_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample8_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample8_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample8_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample9_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample9_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample9_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample9_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample9_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample9_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample9_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample9_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample9_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample9_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample9_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample9_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample9_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample9_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample10_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample10_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample10_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample10_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample10_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample10_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample10_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample10_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample10_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample10_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample10_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample10_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample10_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample10_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample11_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample11_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample11_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample11_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample11_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample11_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample11_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample11_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample11_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample11_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample11_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample11_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample11_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample11_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample12_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample12_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample12_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample12_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample12_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample12_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample12_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample12_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample12_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample12_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample12_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample12_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample12_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample12_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample13_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample13_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample13_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample13_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample13_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample13_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample13_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample13_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample13_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample13_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample13_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample13_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample13_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample13_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample14_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample14_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample14_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample14_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample14_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample14_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample14_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample14_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample14_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample14_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample14_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample14_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample14_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample14_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample15_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample15_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample15_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample15_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample15_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample15_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample15_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample15_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample15_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample15_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample15_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample15_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample15_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample15_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample16_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample16_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample16_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample16_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample16_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample16_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample16_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample16_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample16_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample16_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample16_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample16_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample16_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample16_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample17_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample17_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample17_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample17_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample17_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample17_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample17_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample17_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample17_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample17_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample17_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample17_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample17_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample17_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample18_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample18_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample18_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample18_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample18_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample18_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample18_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample18_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample18_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample18_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample18_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample18_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample18_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample18_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample19_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample19_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample19_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample19_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample19_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample19_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample19_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample19_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample19_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample19_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample19_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample19_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample19_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample19_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample20_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample20_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample20_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample20_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample20_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample20_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample20_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample20_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample20_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample20_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample20_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample20_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample20_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample20_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample21_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample21_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample21_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample21_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample21_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample21_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample21_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample21_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample21_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample21_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample21_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample21_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample21_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample21_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample22_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample22_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample22_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample22_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample22_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample22_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample22_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample22_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample22_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample22_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample22_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample22_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample22_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample22_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample23_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample23_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample23_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample23_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample23_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample23_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample23_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample23_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample23_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample23_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample23_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample23_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample23_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample23_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample24_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample24_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample24_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample24_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample24_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample24_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample24_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample24_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample24_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample24_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample24_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample24_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample24_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample24_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample25_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample25_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample25_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample25_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample25_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample25_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample25_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample25_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample25_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample25_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample25_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample25_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample25_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample25_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample26_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample26_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample26_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample26_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample26_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample26_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample26_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample26_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample26_wrong,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample26_wrong,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample26_wrong,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample26_wrong,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample26_wrong,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample26_wrong,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample27_correct,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample27_correct,elementary_mathematics,llama3b,BSS,0.01
picking_sides_sample27_correct,elementary_mathematics,llama8b,BSS,0.81
picking_sides_sample27_correct,elementary_mathematics,qwen3b,BSS,0.2
picking_sides_sample27_correct,elementary_mathematics,qwen7b,BSS,0.05
picking_sides_sample27_correct,elementary_mathematics,qwen14b,BSS,0.18
picking_sides_sample27_correct,elementary_mathematics,qwen32b,BSS,0.1
picking_sides_sample27_wrong,elementary_mathematics,llama1b,BSS,0.65
picking_sides_sample27_wrong,elementary_mathematics,llama3b,BSS,0.01
