subject,question,answer,answer_letter,choice_A,choice_B,choice_C,choice_D
astronomy,How are planetary rings made?,0,A,From the dismantling of small moons by impacts,From fragments of planets ejected by impacts,From dust grains that escape from passing comets,From accretion within the solar nebula at the same time the planets formed
astronomy,Why did Ptolemy have the planets orbiting Earth on ‘circles upon circles’ in his model of the universe?,1,B,To explain why more distant planets take longer to make a circuit through the constellations of the zodiac.,To explain the fact that planets sometimes appear to move westward rather than eastward relative to the stars in our sky.,To explain why the Greeks were unable to detect stellar paralax.,To properly account for the varying distances of the planets from Earth.
astronomy,You observe the visible spectrum of a star viewed through a cloud of cool hydrogen gas.,1,B,You see only the star’s blackbody spectrum.,You see the star’s blackbody spectrum with absorption lines due to hydrogen.,You see only emission lines characteristic of hydrogen.,You see only emission lines characteristic of the star’s composition.
business_ethics,"In order to try and align the interest of shareholders and senior management of a company, _________ are often made available to _______ of a company, to ensure that it is in their interests to increase _______ and dividend performance.",0,A,"Share options, Senior managers, Share Price","Share options, All employees, Share Price","Non-financial remunerations, Senior managers, Employee Satisfaction","Non-financial remunerations, All employees, Employee Satisfaction"
business_ethics,"In a business to business context, conflicts of interest can arise in two main ways: conflict of _______ and _______ interests, which might arise, for example, when a firm is hired as a supplier of professional services by another firm or conflict of _________ and ________ interests, such as where an individual's interests may conflict with that of their employer.",0,A,"Professional, Organizational, Personal, Organizational","Professional, Individual, Personal, Organizational","Individual, Organizational, Organizational, Professional","Individual, Professional, Organizational, Personal"
business_ethics,Which of the following statements is correct?,1,B,Business ethics is not a real concept as the rules and ethics of everyday life don't apply to the world of business.,"Business Ethics is the study of business situations, activities and decisions where issues of right and wrong are addressed.",Business ethics cannot be defined as a real concept as it is an oxymoronic term.,Business ethics is concerned with the study of assessing the activities of a business based on their profitability.
business_ethics,Predatory pricing.,3,D,"1,2,4","1,2,3,4","1,2","1,4"
business_ethics,"The Theory of _________ posits that 3 three levels of moral reasoning exist which an individual can engage in to assess ethical issues, dependant on their cognitive capacity.",1,B,Egoism,Cognitive moral development,Power distance,Uncertainty avoidance
business_ethics,Although corporate profit maximization is not directly prescribed by major normative theories to which normative theory is it most similar?,1,B,hedonistic utilitarianism,preference utilitarianism,The Categorical Imperative,ethics of care
business_ethics,Cultural homogenization.,1,B,"1,3,4","1,2,3","1,2,3,4","2,3,4"
business_ethics,_______ locate morality beyond the sphere of rationality in an emotional 'moral impulse' towards others.,2,C,Virtue ethics,Ethical egoism,Postmodern ethics,Ethics of duty
business_ethics," Although the benefit and contribution of civil society in encouraging sustainability, lobbying on important issues and helping the needy are taken for granted in many places, in many other countries, such as _____ and ______ civil society is far less developed than in, for instance, _______.",0,A,"Russia, China, Britain","Norway, China, Russia","Britain, United States, Australia","Canada, Russia, United States"
business_ethics," What, according to Schnackenberg and Tomlinson (2014), are the three criteria which can be used to assess the quality of corporate transparency?",2,C,"Breadth, Clarity, Accuracy","Disclosure, Detail, Accuracy","Disclosure, Clarity, Accuracy","Disclosure, Clarity, Efficiency"
clinical_knowledge,The energy charge of the cell is:,3,D,the difference between the charge on the outside and inside of a cell.,generated by the sodium-potassium ATPase.,the overall rate of energy use by the cell.,the extent to which the total adenine nucleotide pool is phosphorylated.
clinical_knowledge,Oedema is the presence of:,1,B,excessive intravascular fluid.,excessive extravascular fluid.,excessive intracranial fluid.,excessive necrotic cells.
clinical_knowledge,Insensible loss does not come from:,2,C,pyrexia.,using unhumidified oxygen.,excessive weight loss.,diarrhoea.
clinical_knowledge,A 14-16 gauge needle is most likely to be used for:,3,D,children.,elderly patients.,inserting in the back of the hand.,trauma or burns patients.
clinical_knowledge,Removal of adhesive strips:,0,A,can be carried out by the patient.,should be undertaken under aseptic conditions.,is a specialist skill.,should not be undertaken until at least seven days after application.
clinical_knowledge,Which of the following is true about the rectal examination?,3,D,If the patient refuses a chaperone the doctor can overrule them,The rectal examination is of no value in a neurological examination,The optimum position of the patient is on their right side with their knees extended,The rectal examination is indicated for the assessment of some gastrointestinal disorders
clinical_knowledge,Muscle lactate production increases when:,3,D,oxygen is readily available.,pyruvate cannot be formed from glucose breakdown.,the pH of the muscle falls.,glycolysis is activated at the onset of exercise.
clinical_knowledge,Which of the following is true of facial nerve palsy?,2,C,Bells palsy is another term for an upper motor neurone lesion,Ramsay Hunt Syndrome is an upper motor neurone lesion secondary to a Herpes Zoster infection,An inability to close the eyelid on the paralysed side indicates a lower motor neurone lesion,In Bell's Palsy the sense of taste is never affected
clinical_knowledge,The pulse can be palpated:,3,D,every time the atria contracts.,when a vein is close to the surface of the skin.,every time the left ventricle contracts.,when an artery is close to the surface of the skin.
clinical_knowledge,Endurance training increases the muscle's capacity to:,2,C,contract faster.,break down phosphocreatine.,burn fat and carbohydrate.,generate energy anaerobically.
college_biology,"If the activity of an enzyme is constant over a broad range of pH values, it is likely that",3,D,only ionizing groups on the enzyme participate in the reaction,only ionizing groups on the substrate participate in the reaction,ionizing groups on both the enzyme and substrate participate in the reaction,no ionizing groups on the enzyme or substrate participate in the reaction
college_biology,Which of the following is a reason that geneticists use mitochondrial DNA (mtDNA) to study the relatedness of animal populations?,1,B,mtDNA mutates at a slower rate than nuclear DNA.,mtDNA is passed from mother to child and is free from recombination that occurs between pairs of chromosomes.,"There are few single nucleotide polymorphisms in the hypervariable, noncoding regions.",All mitochondrial proteins are coded for by mitochondrial genes.
college_biology,A healthy person sitting at rest consciously begins to breathe too fast. Which of the following describes the change in the person’s blood caused by this hyperventilation?,1,B,A decrease in partial pressure of carbon dioxide and an increase in concentration of hydrogen ions,A decrease in partial pressure of carbon dioxide and a decrease in concentration of hydrogen ions,An increase in partial pressure of carbon dioxide and an increase in concentration of hydrogen ions,An increase in partial pressure of carbon dioxide and a decrease in concentration of hydrogen ions
college_biology,The polytene chromosomes seen in Drosophila silvarentis with the aid of a light microscope are,3,D,not actively carrying out transcription,produced only during mitosis,produced by repeated rounds of DNA replication followed by nuclear division,multiple copies of a single chromosome
college_biology,"The members of a bird species capable of nesting in treetops or on the ledges of nearby cliffs make their homes only in the treetops due to the established presence of a more aggressive bird species on the cliff ledges. With respect to habitat, the treetop-nesting birds are utilizing",1,B,their fundamental niche only,their realistic niche only,their ecological niche only,neither their fundamental niche nor their realistic niche
college_biology,Two xylem plant cell types that provide support and conduct water and minerals are the,2,C,collenchyma and sclerenchyma,sieve tube members and companion cells,tracheids and vessel elements,vessel elements and companion cells
college_biology,Both C4 and CAM plants employ physiological and biochemical strategies to reduce photorespiration. Which of the following is an accurate comparison of the two strategies?,1,B,"C4 plants fix CO2 as the 4-carbon acid oxaloacetate, while CAM plants fix CO2 as the 5-carbon acid ribulose 1, 5-bisphosphate.","C4 plants fix CO2 in the mesophyll but carry out the Calvin cycle in the bundle sheath, while CAM plants fix CO2 and carry out the Calvin cycle in the mesophyll.","C4 plants fix CO2 in the bundle sheath but carry out the Calvin cycle in the mesophyll, while CAM plants fix CO2 and carry out the Calvin cycle in the bundle sheath.","C4 plants store CO2 as phosphoglycolate, while CAM plants store CO2 as oxaloacetate."
college_biology,The amino acid ornithine is regenerated during each turn of the urea cycle in a similar manner to which of the following participants in the citric acid cycle?,2,C,Succinate,Fumarate,Oxaloacetate,Citrate
college_biology,A DNA strand with the sequence 5′ CGA TTG 3′ would be complementary to the sequence,3,D,5′ GCU AAC 3′,5′ GCT AAC 3′,5′ GTT AGC 3′,5′ CAA TCG 3′
college_biology,"In the presence of alcohol dehydrogenase, the rate of reduction of acetaldehyde to ethanol increases as the concentration of acetaldehyde is increased. Eventually, the rate of the reaction reaches a maximum, after which point further increases in the concentration of acetaldehyde have no effect. Which of the following is true at the maximal rate of reaction?",0,A,Nearly all of the enzyme molecules are interacting with acetaldehyde molecules.,The activation energy of the reaction decreases.,The change in free energy of the reaction decreases.,The enzyme is no longer specific for acetaldehyde.
college_chemistry,The solid-state structures of the principal allotropes of elemental boron are made up of which of the following structural units?,0,A,B12 icosahedra,B8 cubes,B6 octahedra,B4 tetrahedra
college_chemistry,"Of the following atoms, which has the lowest electron affinity?",3,D,F,Si,O,Ca
college_chemistry,Which of the following compounds has a 1H resonance approximately 1.55 kHz away from TMS on a spectrometer with a 12.0 T magnet?,1,B,CH3F,CH3Cl,CH3Br,CH3I
college_chemistry,"A student performs five titrations and obtains a mean result of 0.110 M, with a standard deviation of 0.001 M. If the actual concentration of the titrated solution is 0.100 M, which of the following is true about the titration results?",1,B,Accurate but not precise,Precise but not accurate,Both accurate and precise,Neither accurate nor precise
college_chemistry,"What is the orbital angular momentum quantum number, l, of the electron that is most easily removed when ground-state aluminum is ionized?",2,C,3,2,1,0
college_chemistry,What is the limiting high-temperature molar heat capacity at constant volume (C_V) of a gas-phase diatomic molecule?,3,D,1.5R,2R,2.5R,3.5R
college_chemistry,What is the maximum value of the z-component of the spin angular momentum of 43Ca? [I = 7⁄2],0,A,3.691 x 10^-34 J s,4.185 x 10^-34 J s,5.493 x 10^-34 J s,8.370 x 10^-34 J s
college_chemistry,Calculate the Q-factor for an X-band EPR cavity with a resonator bandwidth of 1.58 MHz.,3,D,Q = 1012,Q = 2012,Q = 3012,Q = 6012
college_chemistry,Which of the following statements most accurately explains why the T1 of a nucleus is sometimes longer than its T2?,3,D,"T1, unlike T2, is sensitive to very low-frequency molecular motions.","T2, unlike T1, is sensitive to very low-frequency molecular motions.","T1, unlike T2, is sensitive to molecular motions at the Larmor frequency.","T2, unlike T1, is sensitive to molecular motions at the Larmor frequency."
college_chemistry,The 1H Larmor frequency of benzene exceeds that of trifluoroacetic acid by 1.656 kHz on a 400 MHz spectrometer. The 1H chemical shift of benzene is 7.16 ppm. What is the chemical shift of trifluoroacetic acid?,3,D,3.02 ppm,5.03 ppm,10.56 ppm,11.30 ppm
college_computer_science,"In the Internet Protocol (IP) suite of protocols, which of the following best describes the purpose of the Address Resolution Protocol?",3,D,To translate Web addresses to host names,To determine the IP address of a given host name,To determine the hardware address of a given host name,To determine the hardware address of a given IP address
college_computer_science,"Array A contains 256 elements of 4 bytes each. Its first element is stored at physical address 4,096.
Array B contains 512 elements of 4 bytes each. Its first element is stored at physical address 8,192.
Assume that only arrays A and B can be cached in an initially empty, physically addressed, physically tagged, direct-mapped, 2K-byte cache with an 8-byte block size. The following loop is then executed.
for (i = 0; i < 256; i++)
        A[i] = A[i] + B[2*i];
During the execution of the loop, how many bytes will be written to memory if the cache has a write-through policy?",2,C,0,256,1024,2048
college_computer_science,"A ""strictly binary tree"" is a binary tree in which every node that is not a leaf has two children. Suppose that for a class of strictly binary trees there exists c > 0 such that, for any tree in the class, the ratio of the lengths of any two root-to-leaf paths is bounded above by c. Which of the following best characterizes the height h of any tree in this class, where N is the number of nodes in the tree and N > 1 ?",2,C,h <= log2(N),h = 1/c * log2(N),h < c log2(N),h > c log2(N)
college_computer_science,"An internal hash table has 5 buckets, numbered 0, 1, 2, 3, 4. Keys are integers, and the hash function h(i) = i mod 5 is used, with linear resolution of collisions (i.e., if bucket h(i) is filled, the buckets h(i) + 1, h(i) + 2, ... are tried successively with all bucket numbers computed modulo 5). If elements with keys 13, 8, 24, 10, and 3 are inserted, m that order, into an initially blank hash table, then the content of the bucket numbered 2 is",0,A,3,8,10,13
college_computer_science,"In a height-balanced binary search tree, the heights of the left and right descendents of any node differ by at most 1. Which of the following are true of such a tree?
I. Worst-case search time is logarithmic in the number of nodes.
II. Average-case search time is logarithmic in the number of nodes.
III. Best-case search time is proportional to the height of the tree.
IV. The height of the tree is logarithmic in the number of nodes.",3,D,I and III only,II and III only,II and IV only,"I, II, and IV"
college_computer_science,"Let G = (V, E) be a connected, undirected graph, and let a and b be two distinct vertices in V. Let P_1 be the problem of finding a shortest simple path between a and b, and let P_2 be the problem of finding a longest simple path between a and b. Which of the following statements about P_1 and P_2 is true?",1,B,Both P_1 and P_2 can be solved in polynomial time.,P_1 can be solved in polynomial time but P_2 is not known to be solvable in polynomial time.,P_1 is not known to be solvable in polynomial time but P_2 can be solved in polynomial time.,It is not known whether either P_1 or P_2 can be solved in polynomial time.
college_computer_science,"Let P be a procedure that for some inputs calls itself (i.e., is recursive). If P is guaranteed to terminate, which of the following statements must be true?
I. P has a local variable.
II. P has an execution path where it does not call itself.
III. P either refers to a global variable or has at least one parameter.",3,D,I only,II only,I and II only,II and III only
college_computer_science,"Which of the following statements about datagrams sent by a node in a network using IPv4 protocol is (are) true?
I. Datagrams at the source must be the size of the smallest maximum transmission unit (MTU) of all the links on a path to the destination.
II. Datagrams may be fragmented during routing.
III. Datagrams are reassembled only at the destination.",3,D,I only,II only,III only,II and III
college_computer_science,"Let G = (V, E) be a finite directed acyclic graph with |E| > 0. Which of the following must be true?
I. G has a vertex with no incoming edge.
II. G has a vertex with no outgoing edge.
III. G has an isolated vertex, that is, one with neither an incoming edge nor an outgoing edge.",3,D,I only,II only,III only,I and II only
college_computer_science,Hash tables can contribute to an efficient average-case solution for all of the problems described below EXCEPT:,2,C,"Counting distinct values: Given a set of n keys, determine the number of distinct key values.","Dynamic dictionary: Support the operations of insert, delete, and search in a dictionary.","Range search: Given values a and b, find all the records whose key value is in the range a, b.","Symbol table lookup: Given a program identifier, find its type and address."
college_mathematics,For which value of n are there exactly two abelian groups of order n up to isomorphism?,0,A,4,7,8,12
college_mathematics,How many real roots does the polynomial 2x^5 + 8x - 7 have?,1,B,None,One,Two,Three
college_mathematics,"Statement 1 | f : X → Y is continuous and X is compact. f must be uniformly continuous. Statement 2 | If f(x), g(x) : R → R are everywhere differentiable f(g(x)) must be everywhere differentiable.",0,A,"True, True","True, False","False, True","False, False"
college_mathematics,"If f(z) is an analytic function that maps the entire finite complex plane into the real axis, then the imaginary axis must be mapped onto",1,B,the entire real axis,a point,a ray,an open finite interval
college_mathematics,"Let K be a nonempty subset of R^n, where n > 1. Which of the following statements must be true?
I. If K is compact, then every continuous real-valued function defined on K is bounded.
II. If every continuous real-valued function defined on K is bounded, then K is compact.
III. If K is compact, then K is connected.",3,D,I only,II only,III only,I and II only
college_mathematics,"If f: R -> R is a bounded function that is Lebesgue integrable, then which of the following must be true?",3,D,f is Riemann integrable.,There does not exist a countably infinite E of R such that f is nondifferentiable at every x \in E.,There does not exist an uncountable subset E of R such that f is nondifferentiable at every x \in E.,None of the above.
college_mathematics,Which of the following is true?,0,A,Every compact space is complete,Every complete space is compact,Neither (a) nor (b)., Both (a) and (b).
college_mathematics,What is the area of an equilateral triangle whose inscribed circle has radius 2?,2,C,12,16,12*sqrt(3),16*sqrt(3)
college_mathematics,"If f is a linear transformation from the plane to the real numbers and if f(1, 1) = 1 and f(-1, 0) = 2, then f(3, 5) =",0,A,9,8,0,-5
college_mathematics,"If V and W are 2-dimensional subspaces of R^4 ,what are the possible dimensions of the subspace V intersect W?",3,D,1 only,2 only,0 and 1 only,"0, 1, and 2 only"
college_medicine,Performance enhancing synthetic steroids are based on the structure of the hormone:,0,A,testosterone.,cortisol.,progesterone.,aldosterone.
college_medicine,A fundamental cause of fatigue in high intensity exercise is:,2,C,a fall in the cell concentration of ADP.,inhibition of ATP production.,failure of the ATP supply to match the demand.,lack of skill.
college_medicine,"DNA polymerase creates new DNA by adding complimentary nucleotides to a template strand from the original double-stranded DNA. If a section of the template strand had a ration of 3:2 of A:T bases, what is the ration of A:T in the newly synthesized complimentary strand of DNA?",2,C,3:02,1:01,2:03,cannot be determined
college_medicine,Kinase reactions:,1,B,inhibit ATP breakdown.,involve the addition or removal of a phosphate group.,involve the addition or removal of a ketone group.,involve the addition or removal of an amino acid to a polypeptide chain.
college_medicine,The rate limiting enzyme of glycolysis is:,3,D,phosphorylase.,hexokinase.,pyruvate dehydrogenase.,phosphofructokinase.
college_medicine,"Pairs of electrons carried in the form, FADH2 and NADH+H, collectively contain enough free energy to rephosphorylate:",1,B,6 ATP.,5 ATP.,4 ATP.,3 ATP.
college_medicine,"In a fit of passion, the spectator of a political debate exclaims that “welfare recipients are all lazy.” The spectator’s thought process is an example of:",0,A,prejudice,discrimination,ethnocentrism,conflict theory
college_medicine,"Which of the following are steroid-based molecules?
I. Testosterone
II. Triglycerides
III. Progesterone
IV. DNA",2,C,I only,"I, II, and III",I and III,"I, III, and IV"
college_medicine,In games like soccer the blood lactate concentration:,1,B,rarely increases above 3 mM.,is usually lower at the end of the game than at the end of the first half.,is usually higher at the end of the game than at the end of the first half.,increases throughout the course of the game as the players become more fatigued.
college_medicine,The lining of the digestive tract and the respiratory tract develops from which germ layer? I. Endoderm II. Mesoderm III. Ectoderm,0,A,I only,II only,III only,I and II
college_physics,Which of the following statements about bosons and/or fermions is true?,3,D,Bosons have symmetric wave functions and obey the Pauli exclusion principle.,Bosons have antisymmetric wave functions and do not obey the Pauli exclusion principle.,Fermions have symmetric wave functions and obey the Pauli exclusion principle.,Fermions have antisymmetric wave functions and obey the Pauli exclusion principle.
college_physics,"By definition, the electric displacement current through a surface S is proportional to the",3,D,magnetic flux through S,rate of change of the magnetic flux through S,time integral of the magnetic flux through S,rate of change of the electric flux through S
college_physics,"A proton moves in the +z-direction after being accelerated from rest through a potential difference V. The proton then passes through a region with a uniform electric field E in the +x-direction and a uniform magnetic field B in the +y-direction, but the proton’s trajectory is not affected. If the experiment were repeated using a potential difference of 2V, the proton would then be",1,B,deflected in the +x-direction,deflected in the -x-direction,deflected in the +y-direction,deflected in the -y-direction
college_physics,The rest mass of a particle with total energy 5.0 GeV and momentum 4.9 GeV/c is approximately,3,D,0.1 GeV/c^2,0.2 GeV/c^2,0.5 GeV/c^2,1.0 GeV/c^2
college_physics,"In the diamond structure of elemental carbon, the nearest neighbors of each C atom lie at the corners of a",3,D,square,hexagon,cube,tetrahedron
college_physics,"Under ideal conditions, the electric and magnetic fields inside a superconductor are zero. Maxwell’s equations imply that which of the following must be true just outside the surface of the superconductor?",2,C,B = 0,B is perpendicular to the surface.,B is tangential to the surface.,B is time independent.
college_physics,"A 10 kg box slides horizontally without friction at a speed of 1 m/s. At one point, a constant force is applied to the box in the direction of its motion. The box travels 5 m with the constant force applied. The force is then removed, leaving the box with a speed of 2 m/s. Which of the following gives the magnitude of the applied force?",2,C,1 N,2 N,3 N,4 N
college_physics,"If the absolute temperature of a blackbody is increased by a factor of 3, the energy radiated per second per unit area does which of the following?",3,D,Decreases by a factor of 81.,Decreases by a factor of 9.,Increases by a factor of 9.,Increases by a factor of 81.
college_physics,"A uniform solid disk starts from rest and rolls down an inclined plane without slipping. After some time, what fraction of the disk’s total kinetic energy is rotational kinetic energy?",1,B,1/4,1/3,1/2,2/3
college_physics,Which of the following is true about any system that undergoes a reversible thermodynamic process?,2,C,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.
computer_security,"___________________ is alike as that of Access Point (AP) from 802.11, & the mobile operators uses it for offering signal coverage.",2,C,Base Signal Station,Base Transmitter Station,Base Transceiver Station,Transceiver Station
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,1,B,Wireless access,Wireless security,Wired Security,Wired device apps
computer_security,A ___________ is a method in which a computer security mechanism is bypassed untraceable for accessing the computer or its information.,1,B,front-door,backdoor,clickjacking,key-logging
computer_security,Three of the following are classic security properties; which one is not?,1,B,Confidentiality,Availability,Correctness,Integrity
computer_security,Which of the following is not a block cipher operating mode?,2,C,ECB,CFB,CBF,CBC
computer_security,Buffer-overflow may remain as a bug in apps if __________ are not done fully.,2,C,boundary hacks,memory checks,boundary checks,buffer checks
computer_security,Which of the following is not a transport layer vulnerability?,3,D,"Mishandling of undefined, poorly defined variables",The Vulnerability that allows “fingerprinting” & other enumeration of host information,Overloading of transport-layer mechanisms,Unauthorized network access
computer_security,The __________ was a huge marketplace of Dark Web specifically famous for selling of illegal drugs & narcotics as well as you can find a wide range of other goods for sale.,0,A,Silk Road,Cotton Road,Dark Road,Drug Road
computer_security,What does EXE do when the STP solver times out on a constraint query for a particular path?,1,B,Assume that the query is satisfiable and continue executing the path.,Assume that the query is not satisfiable and stop executing the path,"Restart STP and retry the query, up to a limited number of retries.",Remove a subset of the constraints and retry the query.
computer_security,Applications developed by programming languages like ____ and ______ have this common buffer-overflow error.,2,C,"C, Ruby","Python, Ruby","C, C++","Tcl, C#"
conceptual_physics,When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,0,A,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.
conceptual_physics,A capacitor can store,2,C,charge,energy,Both of these,Neither of these
conceptual_physics,"Compared with radiation from the Sun, terrestrial radiation has a lower",1,B,wavelength,frequency,Both,Neither
conceptual_physics,"Compared with the power input, the power output of an ideal transformer is",2,C,greater,less,the same,Any of these
conceptual_physics,"At very high speeds, an object appears to an observer at rest to be",0,A,shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.
conceptual_physics,The amount of heat transferred to a system can be measured in,2,C,calories,joules,Either,Neither
conceptual_physics,The potential energy of a compressed spring and the potential energy of a charged object both depend on,0,A,the work done on them,motion,Both of these,Neither of these
conceptual_physics,Spectral lines of the elements are,1,B,chaotic,ordered,positioned by amplitude,in phase
conceptual_physics,Carbon-14 is primarily produced by cosmic radiation in the,0,A,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests
conceptual_physics,The impulse–momentum relationship is a direct result of Newton’s,1,B,first law,second law,third law,law of gravity
econometrics,"Which of the following are characteristics of a stationary process?

i) It crosses its mean value frequently


ii) It has constant mean and variance


iii) It contains no trend component


iv) It will be stationary in first difference form",3,D,(ii) and (iv) only,(i) and (iii) only,"(i), (ii), and (iii) only","(i), (ii), (iii), and (iv)"
econometrics,Which of the following is NOT a feature of continuously compounded returns (i.e. log-returns)?,2,C,They can be interpreted as continuously compounded changes in the prices,They can be added over time to give returns for longer time periods,They can be added across a portfolio of assets to give portfolio returns,They are usually fat-tailed
econometrics,"Suppose that we are interested in testing the null hypothesis that a GARCH(2,2) model can be restricted to a process with a constant conditional variance using the likelihood ratio test approach. Which of the following statements are true?",2,C,The test statistic will follow a chi-squared distribution with 2 degrees of freedom under the null hypothesis,The value of the log-likelihood function will almost always be bigger for the restricted model than for the unrestricted model,"If the relevant values of the log-likelihood functions are -112.3 and -118.4, the value of the test statistic is 12.2",The likelihood ratio test compares the slopes of the log-likelihood function at the maximum and at the restricted parameter value.
econometrics,"If a Johansen ""trace"" test for a null hypothesis of 2 cointegrating vectors is applied to a system containing 4 variables is conducted, which eigenvalues would be used in the test?",2,C,All of them,The largest 2,The smallest 2,The second largest
